	5311	5441	5477	5559	5560	5163	5164	5315	5316	5570	5572	5317	5318	5320	5321	5442	5082	5083	5323	5324	5327	5445	5165	5167	5521	5545	5546	5576	5086	5523	5525	5526	5577	5329	5391	5392	5479	5480	5528	5169	5331	5332	5394	5395	5579	5484	5486	5625	5627	5628	5629	5170	5244	5245	5246	5247	5446	5173	5174	5175	5176	5549	5551	5333	5334	5336	5338	5530	5531	5178	5179	5181	5182	5340	5342	5250	5251	5343	5488	5088	5345	5347	5451	5489	5491	5090	5091	5184	5186	5252	5493	5591	5592	5594	5596	5632	5633	5634	5188	5254	5256	5092	5397	5453	5454	5561	5562	5095	5189	5399	5401	5403	5404	5097	5098	5349	5351	5495	5496	5598	5599	5600	5601	5635	5636	5191	5192	5497	5498	5500	5534	5195	5196	5257	5259	5261	5582	5197	5199	5200	5202	5262	5406	5352	5354	5355	5408	5411	5203	5204	5206	5207	5264	5266	5210	5211	5213	5358	5584	5100	5101	5102	5103	5269	5270	5105	5107	5214	5215	5273	5360	5109	5110	5111	5362	5364	5365	5114	5116	5117	5502	5535	5537	5118	5120	5218	5367	5368	5370	5274	5276	5372	5373	5413	5414	5122	5123	5124	5125	5277	5375	5219	5221	5416	5420	5457	5377	5458	5459	5552	5553	5555	5586	5128	5222	5279	5281	5282	5284	5129	5130	5132	5134	5286	5288	5290	5291	5421	5422	5461	5539	5135	5225	5378	5379	5463	5464	5138	5139	5140	5292	5424	5426	5294	5295	5297	5427	5429	5466	5381	5382	5384	5505	5565	5604	5606	5638	5639	5300	5301	5431	5432	5433	5506	5226	5228	5540	5541	5143	5144	5303	5230	5231	5436	5437	5543	5556	5148	5232	5234	5236	5509	5607	5608	5611	5612	5641	5388	5389	5468	5470	5149	5567	5568	5588	5589	5615	5617	5619	5620	5623	5304	5514	5515	5151	5153	5155	5157	5158	5159	5306	5438	5238	5239	5308	5310	5471	5473	5161	5241	5474	5476	5518	5519
5311	1	1	1	1	1																																																																																																																																																																																																																																																																																																																															
5441	1	1	1	1	1																																																																																																																																																																																																																																																																																																																															
5477	1	1	1	1	1																																																																																																																																																																																																																																																																																																																															
5559	1	1	1	1	1																																																																																																																																																																																																																																																																																																																															
5560	1	1	1	1	1																																																																																																																																																																																																																																																																																																																															
5163						1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																									
5164						1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																									
5315						1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																									
5316						1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																									
5570						1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																									
5572						1	1	1	1	1	1																																																																																																																																																																																																																																																																																																																									
5317												1	1	1	1	1																																																																																																																																																																																																																																																																																																																				
5318												1	1	1	1	1																																																																																																																																																																																																																																																																																																																				
5320												1	1	1	1	1																																																																																																																																																																																																																																																																																																																				
5321												1	1	1	1	1																																																																																																																																																																																																																																																																																																																				
5442												1	1	1	1	1																																																																																																																																																																																																																																																																																																																				
5082																	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																														
5083																	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																														
5323																	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																														
5324																	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																														
5327																	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																														
5445																	1	1	1	1	1	1																																																																																																																																																																																																																																																																																																														
5165																							1	1	1	1	1	1																																																																																																																																																																																																																																																																																																								
5167																							1	1	1	1	1	1																																																																																																																																																																																																																																																																																																								
5521																							1	1	1	1	1	1																																																																																																																																																																																																																																																																																																								
5545																							1	1	1	1	1	1																																																																																																																																																																																																																																																																																																								
5546																							1	1	1	1	1	1																																																																																																																																																																																																																																																																																																								
5576																							1	1	1	1	1	1																																																																																																																																																																																																																																																																																																								
5086																													1	1	1	1	1																																																																																																																																																																																																																																																																																																			
5523																													1	1	1	1	1																																																																																																																																																																																																																																																																																																			
5525																													1	1	1	1	1																																																																																																																																																																																																																																																																																																			
5526																													1	1	1	1	1																																																																																																																																																																																																																																																																																																			
5577																													1	1	1	1	1																																																																																																																																																																																																																																																																																																			
5329																																		1	1	1	1	1	1																																																																																																																																																																																																																																																																																													
5391																																		1	1	1	1	1	1																																																																																																																																																																																																																																																																																													
5392																																		1	1	1	1	1	1																																																																																																																																																																																																																																																																																													
5479																																		1	1	1	1	1	1																																																																																																																																																																																																																																																																																													
5480																																		1	1	1	1	1	1																																																																																																																																																																																																																																																																																													
5528																																		1	1	1	1	1	1																																																																																																																																																																																																																																																																																													
5169																																								1	1	1	1	1																																																																																																																																																																																																																																																																																								
5331																																								1	1	1	1	1																																																																																																																																																																																																																																																																																								
5332																																								1	1	1	1	1																																																																																																																																																																																																																																																																																								
5394																																								1	1	1	1	1																																																																																																																																																																																																																																																																																								
5395																																								1	1	1	1	1																																																																																																																																																																																																																																																																																								
5579																																													1																																																																																																																																																																																																																																																																																							
5484																																														1	1	1	1	1	1																																																																																																																																																																																																																																																																																	
5486																																														1	1	1	1	1	1																																																																																																																																																																																																																																																																																	
5625																																														1	1	1	1	1	1																																																																																																																																																																																																																																																																																	
5627																																														1	1	1	1	1	1																																																																																																																																																																																																																																																																																	
5628																																														1	1	1	1	1	1																																																																																																																																																																																																																																																																																	
5629																																														1	1	1	1	1	1																																																																																																																																																																																																																																																																																	
5170																																																				1	1	1	1	1	1																																																																																																																																																																																																																																																																											
5244																																																				1	1	1	1	1	1																																																																																																																																																																																																																																																																											
5245																																																				1	1	1	1	1	1																																																																																																																																																																																																																																																																											
5246																																																				1	1	1	1	1	1																																																																																																																																																																																																																																																																											
5247																																																				1	1	1	1	1	1																																																																																																																																																																																																																																																																											
5446																																																				1	1	1	1	1	1																																																																																																																																																																																																																																																																											
5173																																																										1	1	1	1	1	1																																																																																																																																																																																																																																																																					
5174																																																										1	1	1	1	1	1																																																																																																																																																																																																																																																																					
5175																																																										1	1	1	1	1	1																																																																																																																																																																																																																																																																					
5176																																																										1	1	1	1	1	1																																																																																																																																																																																																																																																																					
5549																																																										1	1	1	1	1	1																																																																																																																																																																																																																																																																					
5551																																																										1	1	1	1	1	1																																																																																																																																																																																																																																																																					
5333																																																																1	1	1	1	1	1																																																																																																																																																																																																																																																															
5334																																																																1	1	1	1	1	1																																																																																																																																																																																																																																																															
5336																																																																1	1	1	1	1	1																																																																																																																																																																																																																																																															
5338																																																																1	1	1	1	1	1																																																																																																																																																																																																																																																															
5530																																																																1	1	1	1	1	1																																																																																																																																																																																																																																																															
5531																																																																1	1	1	1	1	1																																																																																																																																																																																																																																																															
