	5312	5440	5478	5558	5314	5571	5319	5322	5443	5574	5084	5325	5326	5444	5166	5520	5547	5575	5085	5522	5524	5578	5328	5393	5481	5527	5168	5330	5396	5482	5580	5485	5630	5171	5243	5248	5447	5172	5177	5548	5550	5335	5337	5529	5532	5180	5183	5339	5341	5249	5344	5448	5487	5087	5346	5452	5490	5089	5185	5253	5492	5590	5593	5595	5631	5187	5255	5093	5398	5455	5563	5094	5190	5400	5402	5096	5348	5350	5494	5597	5602	5637	5193	5499	5501	5533	5194	5258	5260	5581	5198	5201	5263	5405	5353	5356	5407	5410	5205	5208	5265	5267	5209	5212	5357	5583	5099	5104	5268	5271	5106	5216	5272	5359	5108	5112	5361	5363	5113	5115	5503	5536	5119	5217	5366	5369	5275	5371	5412	5415	5121	5126	5278	5374	5220	5417	5418	5456	5376	5460	5554	5585	5127	5223	5280	5283	5131	5133	5285	5287	5289	5423	5462	5538	5136	5224	5380	5465	5137	5293	5425	5296	5298	5428	5467	5504	5564	5603	5605	5640	5299	5430	5434	5507	5227	5385	5387	5542	5142	5145	5302	5229	5435	5544	5557	5233	5235	5508	5609	5610	5614	5642	5390	5469	5510	5150	5566	5569	5587	5616	5618	5621	5624	5305	5516	5152	5156	5160	5307	5439	5237	5240	5309	5472	5162	5242	5475	5517
5312	1	1	1	1																																																																																																																																																																																																																						
5440	1	1	1	1																																																																																																																																																																																																																						
5478	1	1	1	1																																																																																																																																																																																																																						
5558	1	1	1	1																																																																																																																																																																																																																						
5314					1	1																																																																																																																																																																																																																				
5571					1	1																																																																																																																																																																																																																				
5319							1	1	1	1																																																																																																																																																																																																																
5322							1	1	1	1																																																																																																																																																																																																																
5443							1	1	1	1																																																																																																																																																																																																																
5574							1	1	1	1																																																																																																																																																																																																																
5084											1	1	1	1																																																																																																																																																																																																												
5325											1	1	1	1																																																																																																																																																																																																												
5326											1	1	1	1																																																																																																																																																																																																												
5444											1	1	1	1																																																																																																																																																																																																												
5166															1	1	1	1																																																																																																																																																																																																								
5520															1	1	1	1																																																																																																																																																																																																								
5547															1	1	1	1																																																																																																																																																																																																								
5575															1	1	1	1																																																																																																																																																																																																								
5085																			1	1	1	1																																																																																																																																																																																																				
5522																			1	1	1	1																																																																																																																																																																																																				
5524																			1	1	1	1																																																																																																																																																																																																				
5578																			1	1	1	1																																																																																																																																																																																																				
5328																							1	1	1	1																																																																																																																																																																																																
5393																							1	1	1	1																																																																																																																																																																																																
5481																							1	1	1	1																																																																																																																																																																																																
5527																							1	1	1	1																																																																																																																																																																																																
5168																											1	1	1	1																																																																																																																																																																																												
5330																											1	1	1	1																																																																																																																																																																																												
5396																											1	1	1	1																																																																																																																																																																																												
5482																											1	1	1	1																																																																																																																																																																																												
5580																															1																																																																																																																																																																																											
5485																																1	1																																																																																																																																																																																									
5630																																1	1																																																																																																																																																																																									
5171																																		1	1	1	1																																																																																																																																																																																					
5243																																		1	1	1	1																																																																																																																																																																																					
5248																																		1	1	1	1																																																																																																																																																																																					
5447																																		1	1	1	1																																																																																																																																																																																					
5172																																						1	1	1	1																																																																																																																																																																																	
5177																																						1	1	1	1																																																																																																																																																																																	
5548																																						1	1	1	1																																																																																																																																																																																	
5550																																						1	1	1	1																																																																																																																																																																																	
5335																																										1	1	1	1																																																																																																																																																																													
5337																																										1	1	1	1																																																																																																																																																																													
5529																																										1	1	1	1																																																																																																																																																																													
5532																																										1	1	1	1																																																																																																																																																																													
5180																																														1	1	1	1																																																																																																																																																																									
5183																																														1	1	1	1																																																																																																																																																																									
5339																																														1	1	1	1																																																																																																																																																																									
5341																																														1	1	1	1																																																																																																																																																																									
5249																																																		1	1	1	1																																																																																																																																																																					
5344																																																		1	1	1	1																																																																																																																																																																					
5448																																																		1	1	1	1																																																																																																																																																																					
5487																																																		1	1	1	1																																																																																																																																																																					
5087																																																						1	1	1	1																																																																																																																																																																	
5346																																																						1	1	1	1																																																																																																																																																																	
5452																																																						1	1	1	1																																																																																																																																																																	
5490																																																						1	1	1	1																																																																																																																																																																	
5089																																																										1	1	1	1	1	1	1	1																																																																																																																																																									
5185																																																										1	1	1	1	1	1	1	1																																																																																																																																																									
5253																																																										1	1	1	1	1	1	1	1																																																																																																																																																									
5492																																																										1	1	1	1	1	1	1	1																																																																																																																																																									
5590																																																										1	1	1	1	1	1	1	1																																																																																																																																																									
5593																																																										1	1	1	1	1	1	1	1																																																																																																																																																									
5595																																																										1	1	1	1	1	1	1	1																																																																																																																																																									
5631																																																										1	1	1	1	1	1	1	1																																																																																																																																																									
5187																																																																		1	1																																																																																																																																																							
5255																																																																		1	1																																																																																																																																																							
5093																																																																				1	1	1	1																																																																																																																																																			
5398																																																																				1	1	1	1																																																																																																																																																			
5455																																																																				1	1	1	1																																																																																																																																																			
5563																																																																				1	1	1	1																																																																																																																																																			
5094																																																																								1	1	1	1																																																																																																																																															
5190																																																																								1	1	1	1																																																																																																																																															
5400																																																																								1	1	1	1																																																																																																																																															
